ECMKey|Site_Name|Desc_English|Desc_Spanish|LocAddress|LocCity|LocState|LocZip|Phone_Number|URL|Ages_Served|Ages_Zero_Three_Y_N|Ages_Three_Five_Y_N|Part_Day_Y_N|Full_Day_Y_N|Full_Year_Y_N|School_Year_Y_N|Operating_Hours|School_Based_Y_N|Community_Based_Y_N|Head_Start_Y_N|Accepts_CCAP_Y_N|Home_Visiting_Y_N|Languages_other_than_English|Other_Features|Accreditation|Latitude|Longitude|Location|Agency_Associated_With|Neighborhood|Modified_on|Quality_Rating|Availability_Level
399|Charles R Darwin ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|3116 W Belden Ave|Chicago|IL|60647|(773) 534-4110|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609875|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|Medium
400|Charles R Henderson ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|5650 S Wolcott Ave|Chicago|IL|60636|(773) 535-9080|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609986|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
401|Charles S Brownell Elementary School|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|6741 S Michigan Ave|Chicago|IL|60637|(773) 535-3030|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609813|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
402|Charles S Deneen ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|7240 S Wabash Ave|Chicago|IL|60619|(773) 535-3035|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609883|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
403|Charles Sumner Math & Science Community Acad ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|4320 W 5th Ave|Chicago|IL|60624|(773) 534-6730|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610194 |''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
404|Charles W Earle ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|2040 W 62nd St|Chicago|IL|60636|(773) 535-9130|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609897|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
405|Chicago Academy ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|3400 N Austin Ave|Chicago|IL|60634|(773) 534-0146|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610248|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|Medium
406|Christopher Columbus ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|1003 N Leavitt St|Chicago|IL|60622|(773) 534-4350|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609863|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
407|Clara Barton ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|7650 S Wolcott Ave|Chicago|IL|60620|(773) 535-3260|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609790|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
408|Claremont Academy ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|2300 W 64th St|Chicago|IL|60636|(773) 535-8110|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610347|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
409|Columbia Explorers Academy|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|4520 S Kedzie Ave|Chicago|IL|60632|(773) 535-4050|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610170|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|Medium
410|Crown Community Academy of Fine Arts Center ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|2128 S Saint Louis Ave|Chicago|IL|60623|(773) 534-1680|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609873|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
411|Cyrus H McCormick ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|2712 S Sawyer Ave|Chicago|IL|60623|(773) 535-7252|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610063|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|Medium
412|Daniel Boone ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|6710 N Washtenaw Ave|Chicago|IL|60645|(773) 534-2160|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609804|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|Medium
413|Daniel C Beard ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|6445 W Strong St|Chicago|IL|60656|(773) 534-1228|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610083|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
414|Daniel J Corkery ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|2510 S Kildare Ave|Chicago|IL|60623|(773) 534-1650|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609870|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|Low
415|Daniel R Cameron ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|1234 N Monticello Ave|Chicago|IL|60651|(773) 534-4290|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609835|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
416|Daniel S Wentworth ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|7007 S Loomis|Chicago|IL|60636|(773) 535-3394|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610223 |''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
417|Daniel Webster ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|4055 W Arthington St|Chicago|IL|60624|(773) 534-6925|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610221 |''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
418|David G Farragut Career Academy High School|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|2345 S Christiana Ave|Chicago|IL|60623|(773) 534-1300|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609704|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
419|Dewey Elementary Academy of Fine Arts|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|638 W 54th Pl|Chicago|IL|60609|(773) 535-1666|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609885|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
420|DeWitt Clinton ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|6110 N Fairfield Ave|Chicago|IL|60659|(773) 534-2025|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609859|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|Low
421|Donald Morrill Math & Science ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|6011 S Rockwell St|Chicago|IL|60629|(773) 535-9288|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610077|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
422|Douglas Taylor ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|9912 S Avenue H|Chicago|IL|60617|(773) 535-6240|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610198 |''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
423|Dr. Jorge Prieto Math and Science Academy ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|2231 N Central Ave|Chicago|IL|60639|(773) 534-0210|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610533|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|Low
424|Dr. Martin L. King Jr. Academy of Social Justice|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|644 W 71st St|Chicago|IL|60621|(773) 535-3875|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610299|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
425|Dunne Technology Academy|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|10845 S Union Ave|Chicago|IL|60628|(773) 535-5517|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610188|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
426|Durkin Park ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|8445 S Kolin Ave|Chicago|IL|60652|(773) 535-2322|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610352|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
427|Dvorak Technology Academy|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|3615 W 16th St|Chicago|IL|60623|(773) 534-1690|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610254|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
428|Edison Park ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|6220 N Olcott Ave|Chicago|IL|60631|(773) 534-0960|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610523|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|Medium
429|Edmond Burke ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|5356 S King Dr|Chicago|IL|60615|(773) 535-1325|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609819|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
430|Edward A Bouchet Math & Science Academy ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|7355 S Jeffery Blvd|Chicago|IL|60649|(773) 535-0501|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609815|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
431|Edward Beasley Elementary Magnet Academic Center|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|5165 S State St|Chicago|IL|60609|(773) 535-1230|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610246|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|Medium
432|Edward Coles Elementary Language Academy|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|8441 S Yates Blvd|Chicago|IL|60617|(773) 535-6550|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609862|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
433|Edward Everett ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|3419 S Bell Ave|Chicago|IL|60608|(773) 535-4550|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609909|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
434|Edward Jenner Elementary Academy of the Arts|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|1119 N Cleveland Ave|Chicago|IL|60610|(773) 534-8440|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610012|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
435|Edward K Ellington ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|243 N Parkside Ave|Chicago|IL|60644|(773) 534-6361|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609904|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
436|Edward N Hurley ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|3849 W 69th Pl|Chicago|IL|60629|(773) 535-2068|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610006|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|Low
437|Edward White Elementary Career Academy|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|1136 W 122nd St|Chicago|IL|60643|(773) 535-5672|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610315 |''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
438|Eli Whitney ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|2815 S Komensky Ave|Chicago|IL|60623|(773) 534-1560|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610227 |''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
439|Eliza Chappell ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|2135 W Foster Ave|Chicago|IL|60625|(773) 534-2390|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609852|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|Low
440|Ella Flagg Young ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|1434 N Parkside Ave|Chicago|IL|60651|(773) 534-6200|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610235 |''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
441|Ellen Mitchell ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|2233 W Ohio St|Chicago|IL|60612|(773) 534-7655|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610073|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|Low
442|Emiliano Zapata Academy|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|2728 S Kostner Ave|Chicago|IL|60623|(773) 534-1390|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609973 |''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
443|Emmett Louis Till Math and Science Academy|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|6543 S Champlain Ave|Chicago|IL|60637|(773) 535-0570|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610065 |''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
444|Enrico Tonti Elementary School|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|5815 S Homan Ave|Chicago|IL|60629|(773) 535-9280|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610203 |''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|Low
445|Ernst Prussing ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|4650 N Menard Ave|Chicago|IL|60630|(773) 534-3460|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610137|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|Low
446|Esmond ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|1865 W Montvale Ave|Chicago|IL|60643|(773) 535-2650|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609908|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
447|Everett McKinley Dirksen ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|8601 W Foster Ave|Chicago|IL|60656|(773) 534-1090|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609874|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|Low
448|Fairfield Elementary Academy|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|6201 S Fairfield Ave|Chicago|IL|60629|(773) 535-9500|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610057|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
449|Federico Garcia Lorca ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|3231 N Springfield Ave|Chicago|IL|60618|(773) 534-0950|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610541|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
450|Ferdinand Peck ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|4026 W 59th St|Chicago|IL|60629|(773) 535-2450|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610120|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|Low
451|Fernwood ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|10041 S Union Ave|Chicago|IL|60628|(773) 535-2700|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609917|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
452|Florence Nightingale ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|5250 S Rockwell St|Chicago|IL|60632|(773) 535-9270|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610096|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
453|Fort Dearborn ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|9025 S Throop St|Chicago|IL|60620|(773) 535-2680|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609924|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|Medium
454|Foster Park ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|8530 S Wood St|Chicago|IL|60620|(773) 535-2725|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609927|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
455|Francis M McKay ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|6938 S Washtenaw|Chicago|IL|60629|(773) 535-9340|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610067|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
456|Francis W Parker Elementary Community Academy|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|328 W 69th St|Chicago|IL|60621|(773) 535-3375|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610112|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
457|Frank I Bennett ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|10115 S Prairie Ave|Chicago|IL|60628|(773) 535-5460|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609800|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
458|Frank L Gillespie ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|9301 S State St|Chicago|IL|60619|(773) 535-5065|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609939|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
