site_name,q_stmt,q_stmt_en,ages,ecm_key,q_rating,q_stmt_es,is_part_day,id,neighborhood_id,prg_hours,city,site_type,zip,placeholder_2,state,is_full_week,is_age_lt_3,geom,availability,is_age_gt_3,is_community_based,is_school_year,email,accred,is_hs,curriculum,language_1,language_3,language_2,is_part_week,phone,accept_ccap,address,accepted,is_ehs,is_full_day,is_full_year,url,enrollment,enrollment_en,is_home_visiting,curriculum_es,curriculum_en,open_house_en,placeholder_1,open_house,open_house_es,enrollment_es,is_cps_based
Richard Edwards Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>","<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",3 to 5,643,Licensed,,True,653,151,,Chicago,0,60632,,IL,True,False,POINT (-87.7466988999999984 41.8022949999999298),High,True,False,True,readysetenroll@cps.edu,,False,,,,,False,773-535-4875,False,4950 S Laporte Ave,True,False,True,False,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609903,,,False,,,,,,,,True
Daniel C Beard Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>","<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",3 to 5,413,Gold,,True,559,134,,Chicago,0,60656,,IL,True,False,POINT (-87.7895369999999673 41.9701949999999684),High,True,False,True,readysetenroll@cps.edu,,False,,,,,False,773-534-1228,False,6445 W Strong St,True,False,False,False,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610083,,,False,,,,,,,,True
George Manierre Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>","<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",3 to 5,472,Gold,,False,756,135,,Chicago,0,60610,,IL,True,False,POINT (-87.6398369999999858 41.9072289999999938),High,True,False,True,readysetenroll@cps.edu,,False,,,,,False,773-534-8456,False,1420 N Hudson Ave,True,False,True,False,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610048,,,False,,,,,,,,True
Hanson Park Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>","<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",3 to 5,481,Silver,,True,696,117,,Chicago,0,60639,,IL,True,False,POINT (-87.7613620000000054 41.9239769999999794),High,True,False,True,readysetenroll@cps.edu,,False,,,,,False,773-534-3100,False,5411 W Fullerton Ave,True,False,False,False,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610068,,,False,,,,,,,,True
Joseph E Gary Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>","<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",3 to 5,556,Gold,,True,675,130,,Chicago,0,60623,,IL,True,False,POINT (-87.7180199999999957 41.8370039999999719),High,True,False,True,readysetenroll@cps.edu,,True,,,,,False,773-534-1455,False,3740 W 31st St,True,False,True,False,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609938,,,False,,,,,,,,True
Harold Washington Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>","<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",3 to 5,482,Gold,,True,889,141,,Chicago,0,60619,,IL,True,False,POINT (-87.5963879999999904 41.7284649999999786),High,True,False,True,readysetenroll@cps.edu,,False,,,,,False,773-535-6225,False,9130 S University Ave,True,False,False,False,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610124 ,,,False,,,,,,,,True
Helen M Hefferan Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>","<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",3 to 5,485,Licensed,,False,705,125,,Chicago,0,60624,,IL,True,False,POINT (-87.7355009999999993 41.8785370000000086),High,True,False,True,readysetenroll@cps.edu,,False,,,,,False,773-534-6192,False,4409 W Wilcox St,True,False,True,False,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609985,,,False,,,,,,,,True
Henry Clay Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>","<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",3 - 5,488,Licensed,,True,611,150,,Chicago,0,60633,,IL,True,False,POINT (-87.5426979999999588 41.6520969999999906),High,True,False,True,readysetenroll@cps.edu,,False,,,,,False,773-535-5600,False,13231 S Burley Ave,True,False,False,False,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609856,,,False,,,,,,,,True
Ronald Brown Elementary Community Academy,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>","<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",3 - 5,653,Gold,,True,578,148,,Chicago,0,60628,,IL,True,False,POINT (-87.6390559999999965 41.6649719999999988),High,True,False,True,readysetenroll@cps.edu,,True,,,,,False,773-535-5385,False,12607 S Union Ave,True,False,False,False,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610091,,,False,,,,,,,,True
Florence Nightingale Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>","<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",3 - 5,452,Gold,,True,789,159,,Chicago,0,60632,,IL,True,False,POINT (-87.6892610000000019 41.7980850000000004),High,True,False,True,readysetenroll@cps.edu,,True,,,,,False,773-535-9270,False,5250 S Rockwell St,True,False,False,False,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610096,,,False,,,,,,,,True
Henry H Nash Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>","<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",3 to 5,490,Gold,,False,783,124,,Chicago,0,60644,,IL,True,False,POINT (-87.7465830000000011 41.8922420000000031),High,True,False,True,readysetenroll@cps.edu,,True,,,,,False,773-534-6125,False,4837 W Erie St,True,False,True,False,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610092,,,False,,,,,,,,True
Hiram H Belding Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>","<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",3 - 5,492,Gold,,True,564,114,,Chicago,0,60641,,IL,True,False,POINT (-87.7333571349172985 41.9533997590444230),High,True,False,True,readysetenroll@cps.edu,,False,,,,,False,773-534-3590,False,4207 W Irving Park Road,True,False,False,False,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609798,,,False,,,,,,,,True
Leif Ericson Elementary Scholastic Academy,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>","<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",3 to 5,572,Gold,,True,655,126,,Chicago,0,60624,,IL,True,False,POINT (-87.7160139999999870 41.8758949999999928),High,True,False,True,readysetenroll@cps.edu,,True,,,,,False,773-534-6660,False,3600 W 5th Ave,True,False,True,False,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609907,,,False,,,,,,,,True
Rachel's Learning Center - Austin,,,,238,Licensed,,False,487,124,,Chicago,0,60639,,IL,False,False,POINT (-87.7573589999999797 41.9097819999999928),Medium,False,True,False,wanda@chicagoyouthcenters.org,,True,,,,,False,773-237-1444,True,5242 W North Ave,True,True,False,False,,,,False,,,,,,,,False
Community Learning Center,,,2 - 6,0,Licensed,,False,492,143,,Chicago,0,60628,,IL,False,True,POINT (-87.6282360000000011 41.7011499999999984),,True,True,False,referrals@actforchildren.org,,True,,,,,False,773-928-4104,True,10612 S Wentworth,True,False,False,False,,,None,False,,,,,,,None,False
Jordan Elementary Community School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>","<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",3 to 5,552,Gold,,True,729,108,,Chicago,0,60626,,IL,True,False,POINT (-87.6777950000000033 42.0170929999999885),High,True,False,True,readysetenroll@cps.edu,,True,,,,,False,773-534-2220,False,7414 N Wolcott Ave,True,False,False,False,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609865,,,False,,,,,,,,True
Julia Ward Howe Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>","<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",3 - 5,565,Gold,,True,717,124,,Chicago,0,60644,,IL,True,False,POINT (-87.7593070000000068 41.8936059999999699),High,True,False,True,readysetenroll@cps.edu,,False,,,,,False,773-534-6060,False,720 N Lorel Ave,True,False,False,False,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610000,,,False,,,,,,,,True
Orville T Bright Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>","<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",3 - 5,624,Silver,,True,576,146,,Chicago,0,60617,,IL,True,False,POINT (-87.5628149999999863 41.7000460000000075),High,True,False,True,readysetenroll@cps.edu,,False,,,,,False,773-535-6215,False,10740 S Calhoun Ave,True,False,False,False,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609811,,,False,,,,,,,,True
Thomas Chalmers Specialty Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>","<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",3 to 5,672,Silver,,False,603,128,,Chicago,0,60608,,IL,True,False,POINT (-87.6947379999999868 41.8664979999999858),High,True,False,True,readysetenroll@cps.edu,,True,,,,,False,773-534-1720,False,2745 W Roosevelt Rd,True,False,True,False,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609851,,,False,,,,,,,,True
Ida B Wells Preparatory Elementary Academy,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>","<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",3 - 5,495,Silver,,False,892,99,,Chicago,0,60653,,IL,True,False,POINT (-87.6199450000000013 41.8238060000000047),High,True,False,True,readysetenroll@cps.edu,,True,,,,,False,773-535-1204,False,249 E 37th St,True,False,True,False,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610110 ,,,False,,,,,,,,True
Arthur Dixon Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>","<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",3 to 5,369,Silver,,True,639,138,,Chicago,0,60619,,IL,True,False,POINT (-87.6110120000000023 41.7431269999999870),Low,True,False,True,readysetenroll@cps.edu,,False,,,,,False,773-535-3834,False,8306 S Saint Lawrence Ave,True,False,False,False,http://www.dixon.cps.k12.il.us,,,False,,,,,,,,True
Ira F Aldridge Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>","<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",3 - 5,496,Gold,,False,546,149,,Chicago,0,60827,,IL,True,False,POINT (-87.6070329999999871 41.6573379999999887),High,True,False,True,readysetenroll@cps.edu,,True,,,,,False,773-535-5614,False,630 E 131st St,True,False,True,False,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609848,,,False,,,,,,,,True
Irvin C Mollison Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>","<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",3 - 5,498,Gold,,True,774,102,,Chicago,0,60653,,IL,True,False,POINT (-87.6164479999999912 41.8147239999999911),High,True,False,True,readysetenroll@cps.edu,,False,,,,,False,773-535-1804,False,4415 S Dr Martin L King Jr Dr,True,False,False,False,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610276,,,False,,,,,,,,True
Rachel Carson Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>","<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",3 to 5,640,Silver,,True,598,159,,Chicago,0,60629,,IL,True,False,POINT (-87.6879339999999843 41.7931119999999865),High,True,False,True,readysetenroll@cps.edu,,False,,,,,False,773-535-9222,False,5516 S Maplewood Ave,True,False,False,False,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609842,,,False,,,,,,,,True
Frederic Chopin Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>","<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",3 - 5,462,Licensed,,True,608,123,,Chicago,0,60622,,IL,True,False,POINT (-87.6881249999999994 41.8966450000000137),High,True,False,True,readysetenroll@cps.edu,,True,,,,,False,773-534-4080,False,2450 W Rice St,True,False,False,False,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609854,,,False,,,,,,,,True
Jackie Robinson Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>","<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",3 - 5,500,Gold,,True,833,100,,Chicago,0,60653,,IL,True,False,POINT (-87.5988430000000022 41.8174709999999905),High,True,False,True,readysetenroll@cps.edu,,False,,,,,False,773-535-1777,False,4225 S Lake Park Ave,True,False,True,False,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610256,,,False,,,,,,,,True
James N Thorp Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>","<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",3 - 5,508,Licensed,,True,874,140,,Chicago,0,60617,,IL,True,False,POINT (-87.5450539999999791 41.7328869999999625),High,True,False,True,readysetenroll@cps.edu,,False,,,,,False,773-535-6250,False,8914 S Buffalo Ave,True,False,False,False,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610200 ,,,False,,,,,,,,True
Joshua D Kershaw Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>","<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",3 - 5,562,Gold,,True,733,164,,Chicago,0,60621,,IL,True,False,POINT (-87.6407930000000022 41.7766309999999947),High,True,False,True,readysetenroll@cps.edu,,True,,,,,False,773-535-3050,False,6450 S Lowe Ave,True,False,True,False,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610019,,,False,,,,,,,,True
The Learning Tree Preschool - GIA,"<p>It is our mission is for our students to gain their knowledge through play, socializing, conversing, questioning, creating, exploring, and respect for others.</p>","<p>It is our mission is for our students to gain their knowledge through play, socializing, conversing, questioning, creating, exploring, and respect for others.</p>",0-5,225,Silver,,True,431,167,6:30 AM - 6:00 PM,Chicago,0,60652,,IL,True,True,POINT (-87.7213169999999849 41.7429040000000029),High,True,True,False,wanda@chicagoyouthcenters.org,,True,,Spanish,,,True,773 884-3345,True,8233 S Pulaski Rd,True,False,True,True,http://learningtree.com,,,False,,,,,,,,False
Fussy Baby Network,"<p>The Fussy Baby Network is a service that provides assistance to families who have infants with feeding, sleeping, and crying concerns.  The program offers telephone support, homevisiting, parent groups, and a fussy baby clinic.  Services are provided on a sliding fee basis or free.</p>","<p>The Fussy Baby Network is a service that provides assistance to families who have infants with feeding, sleeping, and crying concerns.  The program offers telephone support, homevisiting, parent groups, and a fussy baby clinic.  Services are provided on a sliding fee basis or free.</p>",0 - 1 year old: homevisiting,0,Licensed,,False,296,135,8:00am-4:00pm-homevisiting,Chicago,0,60654,,IL,False,True,POINT (-87.6323849999999993 41.8907639999999759),,False,True,True,referrals@actforchildren.org,,False,,,,,False,312-893-7234,False,451 N LaSalle St,True,False,False,True,http://www.fussybabynetwork.org,,,True,,,,,,,,False
James R Doolittle Jr Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>","<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",3 - 5,510,Gold,,False,641,99,,Chicago,0,60616,,IL,True,False,POINT (-87.6128428000000099 41.8311180999999550),High,True,False,True,readysetenroll@cps.edu,,True,,,,,False,773-535-1040,False,535 E 35th st,True,False,True,False,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609891,,,False,,,,,,,,True
Richard J Oglesby Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>","<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",3 to 5,646,Silver,,True,796,168,,Chicago,0,60620,,IL,True,False,POINT (-87.6453839999999929 41.7552010000000067),High,True,False,True,readysetenroll@cps.edu,,True,,,,,False,773-535-3060,False,7646 S Green St,True,False,False,False,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610102,,,False,,,,,,,,True
William H Ray Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>","<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",3 - 5,694,Gold,,True,828,106,,Chicago,0,60637,,IL,True,False,POINT (-87.5948269999999951 41.7914999999999992),High,True,False,True,readysetenroll@cps.edu,,False,,,,,False,773-535-0970,False,5631 S Kimbark Ave,True,False,False,False,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610142,,,False,,,,,,,,True
