ECMKey|Site_Name|Desc_English|Desc_Spanish|LocAddress|LocCity|LocState|LocZip|Phone_Number|URL|Ages_Served|Ages_Zero_Three_Y_N|Ages_Three_Five_Y_N|Part_Day_Y_N|Full_Day_Y_N|Full_Year_Y_N|School_Year_Y_N|Operating_Hours|School_Based_Y_N|Community_Based_Y_N|Head_Start_Y_N|Accepts_CCAP_Y_N|Home_Visiting_Y_N|Languages_other_than_English|Other_Features|Accreditation|Location|Agency_Associated_With|Modified_on|Quality_Rating|Availability_Level
635|Philip Rogers ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|7345 N Washtenaw Ave|Chicago|IL|60645|(773) 534-2125|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610147|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Low
636|Phillip D Armour ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|911 W 32nd Pl|Chicago|IL|60608|(773) 535-4530|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609777|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|High
637|Phobe Apperson Hearst ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|4640 S Lamon Ave|Chicago|IL|60638|(773) 535-2376|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609981|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Low
638|Pilsen Elementary Community Academy|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|1420 W 17th St|Chicago|IL|60608|(773) 534-7675|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610013|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|High
639|Portage Park ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|5330 W Berteau Ave|Chicago|IL|60641|(773) 534-3576|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610135|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Low
640|Rachel Carson ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|5516 S Maplewood Ave|Chicago|IL|60629|(773) 535-9222|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609842|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Low
641|Ralph H Metcalfe Elementary Community Academy|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|12339 S Normal Ave|Chicago|IL|60628|(773) 535-5590|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609902|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|High
642|Ravenswood ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|4332 N Paulina St|Chicago|IL|60613|(773) 534-5525|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610141|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Low
643|Richard Edwards ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|4950 S Laporte Ave|Chicago|IL|60632|(773) 535-4875|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609903|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Low
644|Richard Henry Lee ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|6448 S Tripp Ave|Chicago|IL|60629|(773) 535-2255|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610291|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Low
645|Richard J Daley Elementary Academy|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|5024 S Wolcott Ave|Chicago|IL|60609|(773) 535-9091|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610239|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Low
646|Richard J Oglesby ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|7646 S Green St|Chicago|IL|60620|(773) 535-3060|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610102|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Low
647|Richard Yates ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|1839 N Richmond St|Chicago|IL|60647|(773) 534-4550|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610234 |_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|High
648|Robert Fulton ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|5300 S Hermitage Ave|Chicago|IL|60609|(773) 535-9000|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609929|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|High
649|Robert Healy ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|3040 S Parnell Ave|Chicago|IL|60616|(773) 534-9190|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609979|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Low
650|Robert L Grimes ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|4918 W 64th St|Chicago|IL|60638|(773) 535-2364|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609956|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Low
651|Robert Nathaniel Dett ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|2131 W Monroe St|Chicago|IL|60612|(773) 534-7160|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610252|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|High
652|Rodolfo Lozano Bilingual & International Ctr ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|1501 N Greenview Ave|Chicago|IL|60642|(773) 534-4750|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610029|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Low
653|Ronald Brown Elementary Community Academy|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|12607 S Union Ave|Chicago|IL|60628|(773) 535-5385|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610091|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Low
654|Ronald E McNair ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|4820 W Walton St|Chicago|IL|60651|(773) 534-8980|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610282|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Low
655|Roswell B Mason ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|4217 W 18th St|Chicago|IL|60623|(773) 534-1530|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610056|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Medium
656|Ruben Salazar Elementary Bilingual Center|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|160 W Wendell St|Chicago|IL|60610|(773) 534-8310|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610250|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Low
657|Rufus M Hitch ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|5625 N McVicker Ave|Chicago|IL|60646|(773) 534-1189|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609995|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Low
658|Salmon P Chase ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|2021 N Point St|Chicago|IL|60647|(773) 534-4185|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609853|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|High
659|Scott Joplin Elementary School|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|7931 S Honore St|Chicago|IL|60620|(773) 535-3425|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609805|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Low
660|Sharon Christa McAuliffe ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|1841 N Springfield Ave|Chicago|IL|60647|(773) 534-4400|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609968|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|High
661|Socorro Sandoval ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|5534 S Saint Louis Ave|Chicago|IL|60629|(773) 535-0457|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610226 |_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Low
662|South Shore Fine Arts Academy|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|1415 E 70th St|Chicago|IL|60637|(773) 535-8340|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610530 |_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Low
663|Spencer Technology Academy|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|214 N Lavergne Ave|Chicago|IL|60644|(773) 534-6150|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610183 |_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|High
664|Stephen F Gale Elementary Community Academy|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|1631 W Jonquil Ter|Chicago|IL|60626|(773) 534-2100|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609933|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|High
665|Stephen K Hayt ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|1518 W Granville Ave|Chicago|IL|60660|(773) 534-2040|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609976|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Low
666|Talman ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|5450 S Talman Ave|Chicago|IL|60632|(773) 535-7850|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610249 |_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|High
667|Tarkington School of Excellence ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|3330 W 71st St|Chicago|IL|60629|(773) 535-4700|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610396 |_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Low
668|Telpochcalli ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|2832 W 24th Blvd|Chicago|IL|60623|(773) 534-1402|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609921 |_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|High
669|Theodore Herzl ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|1401 S Hamlin Ave|Chicago|IL|60623|(773) 534-1480|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609991|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Low
670|Theophilus Schmid ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|9755 S Greenwood Ave|Chicago|IL|60628|(773) 535-6235|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610178 |_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|High
671|Thomas A Hendricks Elementary Community Academy|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|4316 S Princeton Ave|Chicago|IL|60609|(773) 535-1696|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609987|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|High
672|Thomas Chalmers Specialty ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|2745 W Roosevelt Rd|Chicago|IL|60608|(773) 534-1720|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609851|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Low
673|Thomas J Higgins Elementary Community Academy|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|11710 S Morgan St|Chicago|IL|60643|(773) 535-5625|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610295|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Low
674|Velma F Thomas Early Childhood Center|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|3625 S Hoyne Ave|Chicago|IL|60609|(773) 535-4088|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610504 |_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Medium
675|Virgil Grissom ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|12810 S Escanaba Ave|Chicago|IL|60633|(773) 535-5380|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609944|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|High
676|Walt Disney II Magnet ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|3815 N Kedvale Ave|Chicago|IL|60641|(773) 534-3750|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610515|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Low
677|Walt Disney Magnet ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|4140 N Marine Dr|Chicago|IL|60613|(773) 534-5840|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610363|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Low
678|Walter Q Gresham ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|8524 S Green St|Chicago|IL|60620|(773) 535-3350|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609955|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Low
679|Washington D Smyser ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|4310 N Melvina Ave|Chicago|IL|60634|(773) 534-3711|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610179 |_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Low
680|Washington Irving ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|749 S Oakley Blvd|Chicago|IL|60612|(773) 534-7295|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610121|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Medium
681|Wendell Green Elementary School|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|1150 W 96th St|Chicago|IL|60643|(773) 535-2575|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610032|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Medium
682|Wendell Smith ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|744 E 103rd St|Chicago|IL|60628|(773) 535-5689|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609978 |_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|High
683|West Park Elementary Academy|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|1425 N Tripp Ave|Chicago|IL|60651|(773) 534-4940|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610100 |_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Medium
684|West Ridge ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|6700 N Whipple Ave|Chicago|IL|60645|(773) 534-8250|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610542 |_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Low
685|Willa Cather ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|2908 W Washington Blvd|Chicago|IL|60612|(773) 534-6780|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610251|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Low
686|William C Goudy ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|5120 N Winthrop Ave|Chicago|IL|60640|(773) 534-2480|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609945|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Low
687|William C Reavis Math & Science Specialty ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|834 E 50th St|Chicago|IL|60615|(773) 535-1060|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610143|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|High
688|William E B Dubois Elementary School|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|330 E 133rd St|Chicago|IL|60827|(773) 535-5582|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610364|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Low
689|William E Dever ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|3436 N Osceola Ave|Chicago|IL|60634|(773) 534-3090|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609884|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Low
690|William F Finkl ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|2332 S Western Ave|Chicago|IL|60608|(773) 535-5850|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609967|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|High
691|William G Hibbard ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|3244 W Ainslie St|Chicago|IL|60625|(773) 534-5191|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609994|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Low
692|William H Brown ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|54 N Hermitage Ave|Chicago|IL|60612|(773) 534-7250|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609812|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|High
693|William H Prescott ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|1632 W Wrightwood Ave|Chicago|IL|60614|(773) 534-5505|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610136|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Low
