ECMKey|Site_Name|LocAddress|LocCity|LocState|LocZip|Phone_Number|URL|Ages_Served|Ages_Zero_Three_Y_N|Ages_Three_Five_Y_N|Part_Day_Y_N|Full_Day_Y_N|Full_Year_Y_N|School_Year_Y_N|Operating_Hours|School_Based_Y_N|Community_Based_Y_N|Head_Start_Y_N|Accepts_CCAP_Y_N|Home_Visiting_Y_N|Languages_other_than_English|Other_Features|Accreditation|Location|Agency_Associated_With|Modified_on|Quality_Rating|Availability_Level
283|Cuddle Care Academy|4800 S Lake Park|Chicago|IL|60615|773-285-1114|n/a|6 weeks to 6 years|1|1|1|1|1|0|6:00am-6:00pm|0|1|0|1|0|;;|_|_|_|Chicago Youth Centers|16 Sep 2016 13:41:00:000|Licensed|High
284|Chicago Youth Centers - George E Taylor|3232 W Division St|Chicago|IL|60651|773-489-3157|www.chicagoyouthcenters.org|3 years to 5 years|0|1|1|0|0|1|8:00am-11:30am // 12:30pm-4:00pm|0|1|0|0|0|Spanish;;|_|_|_|Chicago Youth Centers|16 Sep 2016 13:41:00:000|Licensed|Medium
285|Kids R Us|7453 S Vincennes Ave|Chicago|IL|60621|773-846-5437|www.chicagoyouthcenters.org|6 weeks to 6 years|1|1|0|0|0|0|6:30am-6:30pm|0|1|0|1|0|;;|_|_|_|Chicago Youth Centers|16 Sep 2016 13:41:00:000|Licensed|High
286|Little Kiddies|1501 W Devon Ave|Chicago|IL|60660|773-465-7702|www.chicagoyouthcenters.org|6 weeks to 6 years|1|1|1|1|1|1|6:30am-6:00pm|0|1|0|0|0|Spanish;;|_|_|_|Chicago Youth Centers|16 Sep 2016 13:41:00:000|Licensed|High
288|Tiny Scholars Academy|1167 E 63rd St|Chicago|IL|60637|773-855-8104|www.chicagoyouthcenters.org|6 weeks to 5 years|1|1|1|1|1|1|7:00am-6:00pm|0|1|0|1|0|Spanish;;|_|_|_|Chicago Youth Centers|16 Sep 2016 13:41:00:000|Licensed|High
290|A-Karrasel|3420 W Fullerton Ave|Chicago|IL|60647|773-772-4333|n/a|15 months to 5 years|1|1|0|1|0|1|6:30am-5:30pm|0|1|0|0|0|Spanish;;basic sign language|_|_|_|Easter Seals Society of Metropolitan Chicago|16 Sep 2016 13:41:00:000|Silver|Medium
291|A-Karrasel-Galewood|5504 W Fullerton Ave|Chicago|IL|60639|773-637-1022|www.akarrasel.com|6 weeks to 8 grade|1|1|0|0|0|0|6:30am-6:00pm|0|1|0|0|0|Spanish;;|_|_|_|Easter Seals Society of Metropolitan Chicago|16 Sep 2016 13:41:00:000|Silver|Medium
292|Busy Bees Child Development|3155 S Shields Ave|Chicago|IL|60616|312-326-0200|n/a|8 weeks to 13 years|1|1|1|1|1|0|7:30am-8:00pm|0|1|0|1|0|Chinese (Simplified);Spanish;Chinese (Traditional)|_|Awards of Excellence|_|Easter Seals Society of Metropolitan Chicago|16 Sep 2016 13:41:00:000|Licensed|Medium
293|Busy Bees II|2351 S Wentworth Ave|Chicago|IL|60616|312-888-3167|www.busybees-learning.com|2 years to 6 grade|1|1|0|1|0|1|7:30am-8:00pm|0|1|0|0|0|Chinese (Simplified);Spanish;Chinese (Traditional)|_|NAEYC|_|Easter Seals Society of Metropolitan Chicago|16 Sep 2016 13:41:00:000|Licensed|Medium
294|Channings Child Care Academy|5701 W Division St|Chicago|IL|60651|773-379-7627|www.channingschildcare.com|3 years to 5 years|0|1|1|1|1|1|8:30am-12:00pm|0|1|0|1|0|;;|_|_|_|Easter Seals Society of Metropolitan Chicago|16 Sep 2016 13:41:00:000|Silver|High
295|Children's International Academy|5858 W Roosevelt Rd|Chicago|IL|60644|773-287-0808|n/a|6 weeks to 12 years|1|1|1|1|1|1|6:00am-12:00pm|0|1|0|1|0|;;|_|_|_|Easter Seals Society of Metropolitan Chicago|16 Sep 2016 13:41:00:000|Silver|Medium
296|Chipper Preschool and Kindergarten|8225 S Kedzie Ave|Chicago|IL|60652|773 778 5757|n/a|6 weeks to 12 years|1|1|1|1|1|1|6:00am-6:00pm|0|1|0|1|1|;;|_|_|_|Easter Seals Society of Metropolitan Chicago|16 Sep 2016 13:41:00:000|Licensed|High
297|FIFTH CITY Child Development Institute Inc|3411 W 5th Ave|Chicago|IL|60624|773-826-8686|n/a|2 years to 12 years|1|1|1|1|1|1|6:00am-6:30pm|0|1|0|1|0|;;|_|DCFS License|_|Easter Seals Society of Metropolitan Chicago|19 Sep 2016 06:42:15:000|Licensed|High
298|First Start Children's Academy|4753 W Washington Blvd|Chicago|IL|60644|773-379-4928|n/a|2 years to 5 years|1|1|1|1|1|1|6:00am-6:00pm|0|1|0|1|0|;;|_|_|_|First Start Childrens Academy|16 Sep 2016 13:41:00:000|Silver|High
299|First Start Children's Academy South|5700 S Ashland Ave|Chicago|IL|60636|773-778-4850|_|0 years to 12 years|1|1|1|1|1|1|6:00am-8:00pm|0|1|0|1|0|;;|_|_|_|First Start Childrens Academy|16 Sep 2016 13:41:00:000|Licensed|High
300|Fresh Start Academy|6924 W North Ave|Chicago|IL|60635|773-479-2870|n/a|6 weeks to 12 years|1|1|1|1|1|1|6:00am-6:00pm|0|1|0|1|0|Spanish;;|_|_|_|Easter Seals Society of Metropolitan Chicago|16 Sep 2016 13:41:00:000|Silver|Medium
301|Living Witness|4159 N Laramie Ave|Chicago|IL|60641|773-427-1011|n/a|2 years to 12 years|1|1|0|1|0|1|8:00am-12:00pm|0|1|0|0|0|French;;Spanish|_|_|_|Easter Seals Society of Metropolitan Chicago|16 Sep 2016 13:41:00:000|Licensed|High
302|Wise Owl|2734 W North Ave|Chicago|IL|60647|773-489-8402|n/a|6 weeks to 6 years|1|1|0|1|0|1|6:00am-6:00pm|0|1|0|0|0|Spanish;;|_|_|_|Easter Seals Society of Metropolitan Chicago|16 Sep 2016 13:41:00:000|Licensed|Medium
303|El Valor - Carlos Cantu|2434 S Kildare Ave|Chicago|IL|60623|773-242-2700|www.elvalor.org|3 years to 5 years|0|1|1|1|1|1|7:00am-6:00pm|0|1|0|1|1|Spanish;;|_|_|_|El Valor|19 Sep 2016 06:42:55:000|Licensed|High
304|El Valor - Centro Infantil (Puerto Rican Comm)|2739 W Division St|Chicago|IL|60622|773-342-8866|www.prcc.org|3 years to 5 years|0|1|0|0|1|0|6:00am-6:00pm|0|1|0|1|0|Spanish;;|_|_|_|El Valor|19 Sep 2016 06:43:50:000|Licensed|Medium
305|El Valor - Children's World|3356 S Ashland Ave|Chicago|IL|60608|773-523-0100|_|3 years to 5 years|0|1|0|1|0|1|6:00am-6:00pm|0|1|0|0|0|Spanish;;|_|_|_|El Valor|16 Sep 2016 13:41:00:000|Licensed|High
306|El Valor - Guadalupe Reyes Children & Family Center|1951 W 19th Street|Chicago|IL|60623|312-997-2021|www.elvalor.org|3 years to 5 years|0|1|1|1|1|1|7:00am-5:00pm|0|1|0|1|1|Spanish;;|_|_|_|El Valor|19 Sep 2016 06:44:17:000|Licensed|High
308|El Valor - Kidz Creative Concepts|719 E 63rd St|Chicago|IL|60637|773-752-5439|_|3 years to 5 years|0|1|0|1|0|1|6:00am-6:00pm|0|1|0|0|0|;;|_|_|_|El Valor|16 Sep 2016 13:41:00:000|Licensed|Medium
309|El Valor - Lots of Love NFP|1015 W 79th St|Chicago|IL|60620|773-783-8181|_|3 years to 5 years|0|1|0|1|0|1|6:30am-6:00pm|0|1|0|0|0|;;|_|_|_|El Valor|16 Sep 2016 13:41:00:000|Licensed|Medium
310|El Valor - Lots of Love Pre-School|1139 W 79th St|Chicago|IL|60620|773-874-4954|_|3 years to 5 years|0|1|0|1|0|1|6:30am-6:00pm|0|1|0|0|0|;;|_|_|_|El Valor|16 Sep 2016 13:41:00:000|Licensed|High
311|El Valor - Mari's Bumble Bee Academy|9725 S Commerical Ave|Chicago|IL|60617|773-221-7692|_|3 years to 5 years|0|1|0|0|0|0|6:00am-6:00pm|0|1|0|1|0|Spanish;;|_|_|_|El Valor|16 Sep 2016 13:41:00:000|Licensed|Medium
312|El Valor - Power Day Care|725 W 123rd St|Chicago|IL|60628|773-568-5794|_|3 years to 5 years|0|1|0|1|0|1|6:00am-6:00pm|0|1|0|0|0|;;|_|_|_|El Valor|16 Sep 2016 13:41:00:000|Licensed|Medium
313|El Valor - Rey Gonzalez Children and Family Center|3050 E 92nd St|Chicago|IL|60617|773-721-9311|www.elvalor.org|3 years to 5 years|0|1|1|1|1|1|7:00am-6:00pm|0|1|0|1|1|Spanish;;|_|_|_|El Valor|16 Sep 2016 13:41:00:000|Licensed|High
314|El Valor - Small World Daycare Center|834 W 31st St|Chicago|IL|60608|312-808-1125|_|3 years to 5 years|0|1|0|1|0|1|6:00am-6:00pm|0|1|0|0|0|Chinese (Traditional);;Spanish|_|_|_|El Valor|16 Sep 2016 13:41:00:000|Licensed|Medium
316|Family Focus - Nuestra Familia|4145 W Armitage Ave|Chicago|IL|60639|773-276-0940|http://www.family-focus.org|0 years to 18 years|1|1|0|1|1|0|9:00am-5:00pm|0|1|0|0|1|Spanish;;|_|_|_|Family Focus|16 Sep 2016 13:41:00:000|Licensed|Medium
317|Diana's Playpen of Little Geniuses|6236 S Western Ave|Chicago|IL|60636|773 737 6700|www.dianasplaypen.net|6 weeks to 12 years|1|1|0|1|0|1|6:00am-8:00pm|0|1|0|0|0|;;|_|_|_|Gads Hill Center|16 Sep 2016 13:41:00:000|Licensed|Medium
318|Hunt's Early Childhood Educational Academy|2701 W 79th St|Chicago|IL|60652|773-863-8260|http://gadshillcenter.org|2 years to 5 years|1|1|0|0|1|0|6:30am-6:00pm|0|1|0|1|0|;;|_|_|_|Gads Hill Center|16 Sep 2016 13:41:00:000|Licensed|Medium
319|Literacy Zone|5831 S Western Ave|Chicago|IL|60636|773-306-0856|n/a|2 years to 12 years|1|1|0|1|1|1|6:00am-6:00pm |0|1|0|0|0|;;|_|_|_|Gads Hill Center|16 Sep 2016 13:41:00:000|Licensed|High
320|M & E Daycare|3728 W 79th St|Chicago|IL|60652|773.585.7979|http://gadshillcenter.org|6 weeks to 12 years|1|1|0|0|1|0|6:00am-6:30pm|0|1|0|1|0|Arabic;;Spanish|_|_|_|Gads Hill Center|07 Oct 2016 12:19:23:000|Licensed|High
321|Peachtree Educational Daycare Inc.|2845 W 71st St|Chicago|IL|60629|773-776-9043|www.peachtreedaycare.net|6 weeks to 6 years|1|1|0|1|0|1|6:00am-8:00pm|0|1|0|0|0|;;|_|_|_|Gads Hill Center|16 Sep 2016 13:41:00:000|Licensed|Medium
322|Smart from the Start|1939 W 79th St|Chicago|IL|60620|773-966-6499|_|_|0|0|0|1|0|1|6AM-6PM|0|1|0|0|0|;;|_|_|_|Gads Hill Center|16 Sep 2016 13:41:00:000|Licensed|High
324|Wholly Innocence Daycare Center|34 N Sangamon St|Chicago|IL|60607|312-226-7984|http://www.hcenter.org|6 weeks to 5 years|1|1|1|1|1|0|8:00am-5:30pm|0|1|0|1|0|;;|_|DCFS Licensed|_|Haymarket Center|19 Sep 2016 06:45:14:000|Licensed|Medium
325|4 Ever Young|441 E 79th St|Chicago|IL|60619|773-966-6872|_|6 weeks to 5 years|1|1|1|1|1|1|6:00am-6:00pm|0|1|0|1|0|;;|_|_|_|Henry Booth House|16 Sep 2016 13:41:00:000|Licensed|Medium
326|Crystal Palace|1459 W 47th St|Chicago|IL|60609|773-994-6844|_|6 weeks to 12 years|1|1|1|1|1|1|7:00am-6:00pm |0|1|0|1|0|;;|_|_|_|Henry Booth House|16 Sep 2016 13:41:00:000|Licensed|Medium
327|East Side Development Center|13338 S Brandon St|Chicago|IL|60633|773-646-2223|www.thepremierchildcare.com|6 weeks to 12 years|1|1|1|1|1|0|6:30am-6:00pm|0|1|0|1|0|Spanish;;|_|_|_|Henry Booth House|16 Sep 2016 13:41:00:000|Licensed|Medium
328|Gina's Unbelievable|7239 S Dobson Ave|Chicago|IL|60619|773-324-2010|www.henryboothhouse.org|6 weeks to 6 years|1|1|0|0|0|1|6:00am-6:00pm|0|1|0|1|0|;;|_|NAEYC|_|Henry Booth House|16 Sep 2016 13:41:00:000|Gold|Medium
329|High Mountain|919 N Lavergne Ave|Chicago|IL|60651|773-626-3997|www.henryboothhouse.org|3 years to 5 years|0|1|1|1|1|1|8:00am-4:00pm|0|1|0|0|0|;;|_|_|_|Henry Booth House|16 Sep 2016 13:41:00:000|Licensed|High
330|Jelly Bean 61st|448 E 61st St|Chicago|IL|60637|773-733-5861|www.jellybeanlearningcenter.org|6 weeks to 5 years|1|1|1|1|1|1|6:00am-5:00pm|0|1|0|0|0|;;|_|_|_|Henry Booth House|16 Sep 2016 13:41:00:000|Licensed|Medium
331|Jelly Bean 63rd|1455 W 63rd St|Chicago|IL|60636|773-321-5096|www.jellybeanlearningcenter.org|6 weeks to 6 years|1|1|0|0|0|1|6:00am-4:00pm|0|1|0|1|0|;;|_|_|_|Henry Booth House|16 Sep 2016 13:41:00:000|Licensed|Medium
332|Jelly Bean 71st|358 E 71st St|Chicago|IL|60636|773-873-8888|www.jellybeanlearningcenter.org|6 weeks to 6 years|1|1|0|0|0|1|7:00am-6:00pm|0|1|0|1|0|;;|_|_|_|Henry Booth House|16 Sep 2016 13:41:00:000|Licensed|Medium
333|Jelly Bean 85th|8501 S Ashland Ave|Chicago|IL|60620|773-239-5437|www.jellybeanlearningcenter.org|2 years to 6 years|1|1|0|0|0|1|7:00am-4:00pm|0|1|0|1|0|;;|_|_|_|Henry Booth House|16 Sep 2016 13:41:00:000|Silver|High
334|Jones Academy|4344 S Wentworth Ave|Chicago|IL|60609|773-536-3257|www.henryboothhouse.org|6 weeks to 5 years|1|1|1|1|1|1|6:30am-6:00pm|0|1|0|0|0|;;|_|_|_|Henry Booth House|16 Sep 2016 13:41:00:000|Licensed|High
335|Lakeview Development Center|1531 W Lawrence Ave|Chicago|IL|60640|773-878-2223|www.henryboothhouse.org|15 months to 12 years|1|1|0|0|0|1|6:30am-6:00pm|0|1|0|1|0|Spanish;;|_|_|_|Henry Booth House|16 Sep 2016 13:41:00:000|Licensed|Medium
336|Laughs & Giggles|106 W 119th St|Chicago|IL|60628|773-468-7331|www.henryboothhouse.org|6 weeks to 12 years|1|1|1|1|1|1|6:00am-6:00pm|0|1|0|1|0|;;|_|_|_|Henry Booth House|16 Sep 2016 13:41:00:000|Licensed|High
337|Little Leaders of Tomorrow I-Mayfield|301 N Mayfield Ave|Chicago|IL|60644|773-378-8302|www.henryboothhouse.org|2 years to 12 years|1|1|1|1|1|1|6:00am-6:00pm|0|1|0|1|0|;;|_|_|_|Henry Booth House|16 Sep 2016 13:41:00:000|Licensed|High
338|North Kenwood Day Care Center|516 E 43rd St, #518|Chicago|IL|60653|773-268-2223|www.henryboothhouse.org|6 weeks to 6 years|1|1|1|1|1|1|7:00am-6:00pm|0|1|0|1|0|;;|_|_|_|Henry Booth House|21 Sep 2016 06:49:26:000|Silver|High
339|Prodigy Child Learning Center|1921 E 79th St|Chicago|IL|60649|773-221-3100|www.henryboothhouse.org|6 weeks to 6 years|1|1|0|0|0|1|6:30am-6:00pm|0|1|0|1|0|;;|_|_|_|Henry Booth House|16 Sep 2016 13:41:00:000|Silver|Medium
340|South Shore United Methodist Child Care|7350 S Jeffrey Blvd|Chicago|IL|60649|773-324-4430|www.henryboothhouse.org|3 years to 5 years|0|1|1|1|1|0|7:00am-5:30pm|0|1|0|1|0|Spanish;;|_|NAEYC|_|Henry Booth House|16 Sep 2016 13:41:00:000|Gold|High
341|Star Kids Math & Science|11053 S Vincennes Ave|Chicago|IL|60643|773-779-5900|www.4starkids.org|6 weeks to 12 years|1|1|1|1|1|1|6:00am-6:00pm|0|1|0|1|0|;;|_|_|_|Henry Booth House|16 Sep 2016 13:41:00:000|Licensed|Medium
342|Judah International Outreach Ministries|856 N Pulaski|Chicago|IL|60651|773-770-3739|www.judahfcschool.org|3 years to 5 years|0|1|0|0|0|0|7:00am-6:00pm|0|1|0|0|0|Spanish;;|_|_|_|Judah International Outreach Ministries|16 Sep 2016 13:41:00:000|Licensed|Medium
343|New Beginnings|5445 W North Ave|Chicago|IL|60639|773-385-5365|www.onwardhouse.org/|6 weeks to 12 years|1|1|0|1|1|0|7:00am-6:00pm|0|1|0|1|1|Spanish;;|_|_|_|Onward Neighborhood House|16 Sep 2016 13:41:00:000|Licensed|High
344|All Things Are Possible|4014 W Chicago Ave|Chicago|IL|60651|773-489-2460|http://www.salvationarmy.org|3 years to 5 years|0|1|1|0|0|1|7:30am-5:30pm|0|1|0|0|0|Spanish;;|_|_|_|Salvation Army|16 Sep 2016 13:41:00:000|Licensed|Medium
345|Creative Little Ones|2809 W 59th St|Chicago|IL|60629|773-476-2562|http://www.salvationarmy.org|6 weeks to 5 years|1|1|1|0|0|1|7:30am-5:30pm|0|1|0|0|0|Spanish;;|_|_|_|Salvation Army|16 Sep 2016 13:41:00:000|Licensed|Medium
346|Creative Little Ones (Halsted)|9528 S Halsted Ave|Chicago|IL|60628|773-629-6119|n/a|6 weeks to 5 years|1|1|1|1|1|1|7:30am-5:30pm|0|1|0|1|0|;;|_|_|_|Salvation Army|16 Sep 2016 13:41:00:000|Licensed|Medium
347|Incarnation|1345 N Karlov Ave|Chicago|IL|60651|773-276-4118|http://www.salvationarmy.org|3 years to 5 years|0|1|1|0|0|1|8:00am-4:30pm|0|1|0|0|0|Spanish;;|_|NAEYC|_|Salvation Army|16 Sep 2016 13:41:00:000|Gold|High
348|New Hope|4255 W Division St|Chicago|IL|60651|773-772-4908|http://www.salvationarmy.org|3 years to 5 years|0|1|1|0|0|1|7:30am-4:30pm|0|1|0|0|0|Spanish;;|_|_|_|Salvation Army|16 Sep 2016 13:41:00:000|Licensed|Medium
349|New Moms Head Start|5317 W Chicago Ave|Chicago|IL|60651|773-295-5095|http://www.salvationarmy.org|6 weeks to 5 years|1|1|1|0|0|1|7:30am-5:30pm|0|1|0|0|0|Spanish;;|_|_|_|Salvation Army|16 Sep 2016 13:41:00:000|Licensed|Medium
350|Temple|1 N Ogden Ave|Chicago|IL|60607|312-492-6803|http://www.salvationarmy.org|3 years to 5 years|0|1|0|1|1|0|7:30am-5:30pm|0|1|0|1|0|;;|_|_|_|Salvation Army|16 Sep 2016 13:41:00:000|Licensed|High
351|Shining Star #2|854 E 79th St|Chicago|IL|60617|773-488-7827|www.shiningstaryouth.com|0 years to 5 years|1|1|0|0|0|1|6:00am-6:00pm|0|1|0|1|0|Spanish;;|_|_|_|Shining Star|16 Sep 2016 13:41:00:000|Licensed|Medium
352|Shining Star #3|338 E 103rd St|Chicago|IL|60628|773-488-7827|www.shiningstaryouth.com|0 years to 5 years|1|1|0|0|0|0|6:00am-6:00pm|0|1|0|1|0|Spanish;;|_|_|_|Shining Star|16 Sep 2016 13:41:00:000|Licensed|High
353|Shining Star #4|10540 S Ewing|Chicago|IL|60619|773-488-7827|www.shiningstaryouth.com|0 years to 5 years|1|1|0|0|0|0|6:00am-6:00pm|0|1|0|1|0|Spanish;;|_|_|_|Shining Star|16 Sep 2016 13:41:00:000|Licensed|Medium
355|Logan Square - First Lutheran|3500 W Fullerton Ave|Chicago|IL|60647|773-862-5960|www.ymcachicago.org/programs/child-care-education|3 years to 5 years|0|1|1|0|0|1|7:45am-11:15am  & 12:45pm-4:15pm|0|1|0|0|1|Spanish;;|_|"Awards of Excellence, NAEYC"|_|YMCA|16 Sep 2016 13:41:00:000|Gold|Medium
356|A N Pritzker School|2009 W Schiller St|Chicago|IL|60622|773-534-4415|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610229|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|19 Sep 2016 06:59:52:000|Gold|Low
357|Adlai E Stevenson Elementary School|8010 S Kostner Ave|Chicago|IL|60652|773-535-2280|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610185 |3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|19 Sep 2016 07:00:17:000|Gold|Low
358|Agustin Lara Elementary Academy|4619 S Wolcott Ave|Chicago|IL|60609|773-535-4389|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609993|3 years to 5 years|0|1|1|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Silver|Low
359|Alessandro Volta Elementary School|4950 N Avers Ave|Chicago|IL|60625|773-534-5080|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610209 |3 years to 5 years|0|1|1|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|27 Sep 2016 14:28:02:000|Gold|Low
360|Alex Haley Elementary Academy|11411 S Eggleston Ave|Chicago|IL|60628|773-535-5340|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609808|3 years to 5 years|0|1|1|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
361|Alexander Graham Elementary School|745 W 45th St|Chicago|IL|60609|773-535-1308|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609947|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Licensed|Low
362|Alfred Nobel Elementary School|4127 W Hirsch St|Chicago|IL|60651|773-534-4365|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610098|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Medium
363|Alice L Barnard Computer Math & Science Center Elementary School|10354 S Charles St|Chicago|IL|60643|773-535-2625|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609788|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|19 Sep 2016 08:36:12:000|Gold|Low
364|Amos Alonzo Stagg Elementary School|7424 S Morgan St|Chicago|IL|60621|773-535-3565|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610339 |3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Silver|Low
365|Andrew Carnegie Elementary School|1414 E 61st Pl|Chicago|IL|60637|773-535-0530|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609837|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
366|Anna R Langford Community Academy|6010 S Throop St|Chicago|IL|60636|773-535-9180|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609869|3 years to 5 years|0|1|0|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|19 Sep 2016 08:37:01:000|Gold|Low
367|Ariel Elementary Community Academy|1119 E 46th St|Chicago|IL|60653|773-535-1996|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609951|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
368|Arnold Mireles Elementary Academy|9000 S Exchange Ave|Chicago|IL|60617|773-535-6360|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610171|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|04 Oct 2016 10:41:59:000|Licensed|Low
369|Arthur Dixon Elementary School|8306 S Saint Lawrence Ave|Chicago|IL|60619|773-535-3834|http://www.dixon.cps.k12.il.us|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Silver|Low
370|Arthur E Canty Elementary School|3740 N Panama Ave|Chicago|IL|60634|773-534-1238|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609836|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Licensed|Low
371|Asa Philip Randolph Elementary School|7316 S Hoyne Ave|Chicago|IL|60636|773-535-9015|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609941|3 years to 5 years|0|1|1|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
372|Ashburn Community Elementary School|8300 S Saint Louis Ave|Chicago|IL|60652|773-535-7860|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610287|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
373|Avalon Park Elementary School|8045 S Kenwood Ave|Chicago|IL|60619|773-535-6615|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609786|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
374|Barbara Vick Early Childhood & Family Center|2554 W 113th St|Chicago|IL|60655|773-535-9010|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609871 |3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
375|Barbara Vick Village|6601 S Kedzie Ave|Chicago|IL|60655|773-535-9010|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609871 |3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|27 Sep 2016 07:34:45:000|Licensed|Medium
376|Belmont-Cragin Elementary School|6041 W Diversey Ave|Chicago|IL|60639|773-534-3318|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609922|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Licensed|Low
377|Benjamin E Mays Elementary Academy|6656 S Normal Blvd|Chicago|IL|60621|773-535-3892|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610290|3 years to 5 years|0|1|0|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
378|Bernhard Moos Elementary School|1711 N California Ave|Chicago|IL|60647|773-534-4340|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610076|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Silver|Low
379|Blair Early Childhood Center|6751 W 63rd Pl|Chicago|IL|60638|773-535-2076|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610087|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
380|Bret Harte Elementary School|1556 E 56th St|Chicago|IL|60637|773-535-0870|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609969|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
381|Brian Piccolo Elementary Specialty School|1040 N Keeler Ave|Chicago|IL|60651|773-534-4425|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610106|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Silver|High
382|Brighton Park Elementary School|3825 S Washtenaw Ave|Chicago|IL|60632|773-535-7237|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610317|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
